lat, long
41.65825,-91.532902
42.376326,-71.026524
39.203723,-76.675094
33.02226,-96.6985
45.367027,-122.846401
33.54044,-84.57821
38.99952,-77.44905
41.742536,-111.81648
42.16427,-71.14278
33.647409,-117.837189
38.976503,-94.70949
41.814823,-71.420017
32.7528654,-117.2066046
47.65753,-122.206519
40.628918,-74.917559
39.870837,-75.674569
37.6375331,-122.1074605
43.495979,-74.360195
38.940994,-121.1073
47.524846,-92.535716
36.904917,-76.209635
28.811787,-81.266341
26.7175988,-80.0515277
34.039088,-84.30613
33.885359,-118.410509
46.016072,-118.385963
40.767318,-111.89442
41.081534,-73.922049
27.961339,-82.445909
28.002439,-82.78724
42.032051,-88.278123
42.956817,-71.433317
47.81013,-122.294248
47.652922,-118.150361
42.203403,-70.94343
33.979086,-118.406012
36.6784847,-121.6407938
38.132382,-121.280312
37.60147,-77.489671
40.17759147495832,-75.27604711241152
32.841325,-96.847504
33.998629,-86.088579
39.442212,-92.428263
36.839096,-119.742179
38.572973,-121.579381
47.62334,-122.336589
38.671432,-121.723851
32.905113,-117.241467
29.588504,-95.645592
37.3287939,-121.8917449
41.721115,-71.140362
34.040344,-118.253795
38.039196,-103.51317
47.590057,-122.228541
42.310744,-71.76972
42.366238,-71.02189
41.461895,-72.823192
33.625648,-111.922895
30.302216,-97.697827
37.663538,-122.396719
38.938694,-119.7426
36.205384,-121.132913
42.37219,-74.667225
32.9266501,-97.3095674
35.299865,-119.038476
34.054745,-118.277327
45.334156,-122.5996
47.62211,-122.175807
42.297324,-85.658255
41.20988,-96.02475
40.43376,-111.890882
33.666528,-116.260875
34.634487,-78.997134
38.253652,-122.647842
45.420081,-122.667201
39.913597,-105.118386
34.42223,-118.54856
33.641577,-112.100677
39.764977,-104.79532
44.44046,-73.113792
37.382715,-121.981653
39.289753,-84.40588
37.924428,-75.354117
37.842922,-122.296271
28.06493,-82.570448
37.26685,-121.956153
47.444881,-122.212781
36.160923,-86.78056
34.171063,-118.533598
38.13134,-122.223504
34.0474847,-118.23795603
40.57583,-105.101074
29.687096,-95.276357
42.145019,-71.982567
30.590115,-97.862335
20.869539,-156.671401
34.11808,-117.822256
34.032177,-118.466515
47.544483,-122.017899
37.481068,-122.152783
39.7532052,-105.0040775
37.266908,-121.956257
34.245251,-77.950932
42.446877,-71.22888
39.33671,-82.981814
41.656467,-70.280511
37.521625,-122.254982
43.036905693716804,-88.19165779092407
30.17671,-81.5532
45.562335,-94.158984
43.291285,-91.80066
41.462814,-81.949575
30.202778,-97.980422
40.915766,-74.076665
36.296947,-82.47122
40.197595,-76.962414
42.355841,-71.05256
26.091559,-80.13742
32.868958,-117.21524
41.073469,-72.364514
28.058963,-82.417354
37.360757,-122.065743
39.086547,-77.150088
37.982952,-121.34702
37.426802,-122.159132
39.08221,-94.582058
34.163895,-118.373488
33.963573,-84.220907
47.614188,-122.339392
37.969885,-122.52392
40.199293,-75.160545
38.980281,-77.095132
45.593738,-122.680684
38.830383,-94.529095
40.405817,-105.063215
34.070836,-118.402148
61.169369,-149.911144
38.884762,-77.0155718
41.143836,-73.494705
30.477716,-97.779045
30.270815,-97.750664
33.94735,-118.34265
34.022369,-118.280715
35.883425,-80.080456
41.309433,-73.990271
36.0634763,-79.5421989
39.539867,-119.802235
36.99628,-120.097911
32.64921,-116.967639
39.099668,-94.58991
42.361211,-71.061696
33.648348,-117.763207
39.10521,-94.590614
38.924872,-94.653348
40.795279,-73.971688
43.086973,-73.795807
32.072192,-84.232577
47.585782,-122.233277
28.450306,-81.398009
45.444009,-122.629551
37.481023,-122.155687
35.900384,-78.961132
38.016529,-78.366846
39.660766,-75.69348611
40.253336,-76.885427
45.649918,-122.593406
36.12718,-86.84697
41.102274,-80.660973
33.782256,-118.209458
34.158234,-118.798748
34.178087,-118.600901
34.061918,-118.343167
37.486248,-122.20276
33.865497,-117.995215
33.318877,-111.892851
33.785866,-117.890359
32.823943,-97.066792
34.06067,-84.285852
32.7775001,-96.8309309
34.248413,-118.580466
43.118428,-89.31854
41.958372,-70.664994
38.625539,-122.877154
39.466116,-75.531183
37.36063,-118.396576
42.405277,-71.276184
39.043266,-94.610969
37.617313,-122.386033
42.348863,-71.064781
30.426697,-84.236237
45.313977,-123.100942
44.562497,-72.597235
33.92593,-117.42373
37.453371,-121.900821
34.856947,-117.091244
37.399071,-122.111216
37.426412,-122.175691
39.246949,-120.048931
39.259342,-89.902347
33.605657,-114.606334
37.337675,-121.886309
38.232233,-122.614306
42.680279,-84.430031
29.602236,-97.94967
39.8777387,-105.0955086
37.37182,-121.944611
34.105897,-117.428835
33.800538,-98.196777
38.435451,-122.351695
39.098413,-94.581448
28.363895,-82.188897
34.064297,-118.20125
40.033374,-83.016761
37.965256,-122.516075
40.415492,-86.859382
43.687795,-85.51191
39.073992,-94.586874
33.791071,-117.892762
43.0725,-89.379889
38.909413,-76.998688
34.14444,-119.197
37.650323,-122.383724
32.827758,-116.900533
39.724136,-82.670013
47.274538,-122.466743
40.832688,-73.359725
28.664081,-81.380961
37.920216,-122.348133
35.044243,-85.303893
40.717801,-73.951805
37.224931,-93.23469
37.704735,-121.919655
37.92456,-122.327559
44.850627,-93.42756
42.523091,-71.044767
41.417829,-75.652966
32.739068,-117.212075
44.765087,-85.62523
37.659718,-77.65634
37.272567,-79.938925
47.620496,-122.33622
42.33949,-71.589567
39.092135,-108.530665
38.46749,-77.41211
29.948211,-90.066205
41.209174,-95.958087
33.766378,-112.111884
33.785742,-89.852801
34.0717585,-118.0311422
43.095269,-124.430871
37.616981,-122.386717
35.809392,-83.982232
38.590246,-122.594045
30.321346,-81.676818
43.027471,-74.988937
38.1031,-122.571
37.982292,-122.03276
33.392036,-111.693897
21.332437,-158.120051
38.557442,-121.335459
33.14368,-117.034997
42.563149,-83.146878
45.450404,-122.669338
44.820566,-68.738592
33.75745,-118.111653
33.688527,-117.88193
46.878773,-96.78356
29.444666,-98.474236
38.893019,-77.07262
41.766585,-72.674107
42.362603,-71.160054
40.836286,-76.834656
40.016135,-105.282185
47.254518,-122.439253
38.584642,-121.493374
34.150096,-118.257286
35.278386,-120.652028
40.768721,-73.983487
42.620461,-73.839323
42.282143,-83.745
37.333278,-122.004928
33.801229,-84.372386
44.596222,-75.17102
40.782932,-111.98572
30.103729,-95.436941
33.8788145,-84.4645184
33.8769502,-84.4655333
45.113685,-85.350471
34.060427,-118.30555
40.290513,-74.041835
41.3874871,-72.1591426
26.20814,-98.202844
42.13625,-71.124013
39.214402,-76.645894
39.019754,-76.975181
37.326467,-121.94269
35.7323846572519,-78.8516078711346
47.613498,-122.320931
26.462777,-80.070286
37.485915,-122.182378
40.8876499573064,-74.2593681517092
47.752004,-122.157845
32.773513,-117.066045
38.790487,-120.888605
33.876372,-117.303043
36.142237,-86.739507
43.651024,-70.257378
32.691064,-117.103961
47.810153,-122.294123
44.113347,-72.855062
40.772977,-73.875474
34.028345,-118.270541
40.017086,-105.27634
40.433552,-111.890678
30.384216,-97.648232
33.65071,-84.448031
42.156111,-71.964722
41.932845,-74.020676
41.766602,-72.671063
39.7955835,-75.5244855
39.015511,-94.741409
43.355225,-73.65409
26.09155,-80.2253679
38.388736,-121.938005
44.566585,-120.155408
28.452383,-81.478985
39.76522,-77.375534
42.539517,-71.739614
39.431826,-77.1956491
38.283411,-122.27995
36.343329,-119.252636
38.794203,-90.560742
34.136466,-117.90669
33.583246,-111.975957
36.914555,-76.247688
36.152608,-97.066139
33.91801,-118.064219
46.878236,-96.788846
45.522185,-122.675939
37.427876,-122.156493
37.636105,-122.420515
34.011401,-118.489552
30.250097,-97.74838
42.035561,-80.066293
33.926437,-118.199694
39.047882,-77.05113
32.684762,-117.166005
32.770631,-117.194692
44.58617,-75.163936
37.895137,-122.499897
39.762754,-86.439015
40.853892,-73.159923
33.688534,-117.881798
32.703325388758,-116.86877806883
33.676152,-117.768792
41.524539,-82.859474
30.488128,-87.224111
34.27554681,-118.4498133
36.683321,-121.662917
32.746558,-116.959218
42.049264,-87.687086
42.109518,-80.153508
33.778995,-84.389857
42.27713,-71.73754
33.911249,-117.195976
29.470948,-98.463407
39.172829,-76.801608
33.676958,-117.744977
42.70607,-73.18837
47.602553,-122.332883
42.301397,-83.7061
42.318078,-83.235432
31.213517,-81.486593
39.93589,-82.785667
27.766732,-82.655269
34.17488,-119.23132
39.101677,-76.82364
45.37554,-122.601366
36.095797,-80.855232
33.8421278,-118.3902447
39.102892,-77.076223
30.117416,-83.580931
42.368226,-71.071966
35.043794,-85.280574
39.039931,-76.453536
41.578557,-73.41116
19.65101,-156.00357
43.210151,-77.597872
42.03821,-87.85074
38.7748131,-77.0849061
42.62015,-83.283645
40.480966,-111.979848
42.56013,-71.42995
41.036062,-71.943509
37.590115,-122.337303
33.658015,-84.421226
42.432133,-71.06379
37.617351,-122.386208
25.785364,-80.22024
35.91031,-78.898291
34.213379,-118.460438
42.780089,-96.931816
32.719426,-117.169535
32.335613,-111.045725
34.07208,-117.323877
33.926844,-84.33872
42.746113,-73.770676
38.897525,-77.027406
33.677592,-117.744259
40.751614,-73.992601
44.054799943379,-123.08518130129
41.159228,-73.773508
40.447699,-80.022512
39.000048,-94.790325
38.6268592,-90.344228
39.251038,-76.734943
44.244644,-88.476904
39.923172,-83.125038
39.160695,-94.621511
45.603197,-121.183092
37.284054,-121.932925
41.23608,-73.036899
34.02571103,-118.2760877
41.427276,-72.99499
41.885657,-88.343114
37.81264,-122.300785
38.98903,-94.699846
34.050621,-118.259438
38.274017,-104.609305
38.984088,-77.091446
34.186875,-118.500468
43.608307,-72.979543
32.759833,-117.164853
42.349229,-71.079528
27.763741,-82.634583
38.902942,-77.045393
40.059714,-82.848821
33.717738,-117.787978
33.643088,-84.443467
21.307588,-157.860698
34.054307,-118.414053
37.589593,-122.336875
39.017882,-76.482173
33.785085,-84.388215
42.962078,-85.659019
35.350322,-97.47781
33.547991,-112.261036
34.1493212,-118.4053046
43.582523,-90.63609
36.914555,-76.247688
39.905997,-85.920051
37.330852,-121.8932
34.094059,-118.343727
40.11799,-88.243955
34.120588,-117.210721
37.7295437053611,-122.47588748592
41.7186625,-72.655754
39.454847,-119.755376
30.198218,-95.456535
42.17294,-71.196556
34.131788,-118.352482
38.773025,-121.265177
40.79902,-74.058645
46.7250165,-124.0206708
38.533127,-121.749398
37.223467,-121.982747
39.193617,-84.65921
38.182891,-83.435732
35.459268,-97.722073
38.054594,-78.49985
34.189265,-118.601848
45.519651,-122.682137
47.618848,-122.3467506
39.570119,-119.79769
33.642259,-117.855529
40.865165,-73.049424
34.057674,-118.241139
33.649451,-117.763735
37.45325,-122.177211
39.3606919,-76.4019353
38.901006,-77.032358
37.654908,-122.056875
34.026653,-118.388253
36.088806,-78.914461
40.67237,-99.09076
39.403248,-76.600159
37.521527,-122.25491
38.343527,-122.670807
40.570625,-111.89622
41.891121,-87.621419
29.474126,-98.462491
43.19095,-77.70397
34.169195,-84.004618
41.97427,-87.863541
39.48359,-106.047928
34.0589787,-84.2895999
34.020991,-84.167148
34.025894,-118.284851
37.790387,-97.522657
27.982585,-82.53687
36.886837,-119.7991
39.101734,-94.592727
37.483679,-122.204025
36.026078,-86.789115
38.999971,-94.355533
38.688936,-75.074622
41.585551,-93.620345
34.047908,-118.524555
39.754559,-105.000327
40.216571,-74.012196
42.805065,-85.565494
33.554009,-112.100952
32.682993,-97.029383
38.923671,-94.733535
33.64706,-117.763192
40.600497,-75.472839
45.019088,-123.948884
36.814537,-97.338714
33.559646,-117.675255
38.767072,-90.49275
26.88153,-80.116739
40.04013,-105.05088
42.6808,-71.42772
37.72004,-97.28749
46.820736,-92.082186
28.335568,-81.425609
41.350066,-82.067684
40.937877,-124.100122
30.333857,-97.691302
37.787076,-122.392092
41.941296,-91.67738
37.213179,-108.074355
39.073978,-94.58676
37.324291,-122.009194
37.418861,-122.210994
40.281359,-86.510257
35.831954,-78.66663
42.814249,-73.938485
30.821863,-83.308763
35.278374,-120.652059
39.9661086737801,-76.7680431952584
39.2073741416682,-76.7290610590922
34.137359,-118.713791
38.366953,-93.775712
42.810888,-71.024799
21.38922,-157.95995
34.008596,-117.845507
44.978256,-93.277842
33.810633,-118.161879
37.934687,-121.693353
45.260901,-111.307711
42.562546,-70.887625
32.874438,-117.212492
42.741644,-73.787651
47.1054651,-122.3697298
30.236473,-97.782607
34.219627,-118.532616
38.002412,-121.842436
40.760856,-73.829765
42.476386,-83.24981
38.8820376,-77.1097729
29.427313,-98.495265
34.071339,-84.274664
39.206151,-76.860432
34.156916,-118.254214
35.152521,-120.660575
38.22111,-85.752045
43.05269,-76.155007
33.449983,-112.097884
44.4459288,-73.1136314
32.8744,-117.236597
44.635896,-72.68458
42.185555,-122.668787
45.535322,-122.90696
33.591903,-101.867263
40.406425,-120.631174
42.779439,-78.781273
32.822992,-116.900673
34.0144716840491,-118.130681269172
40.763564,-73.960236
42.887468,-78.872406
40.020834,-105.20865
41.506400470001,-81.606111041278
34.098964,-117.777723
29.52676,-98.114038
42.36622,-71.02187
37.479474,-122.171452
33.091765,-96.682002
41.522647,-88.146048
40.766857,-73.952647
43.295242,-73.63685
38.069801,-117.232243
44.126155,-73.153236
37.366189,-120.425315
33.983277,-118.401816
32.068583,-96.448248
42.372741095653,-83.3732174035646
32.951559,-96.836838
33.756423,-84.383817
32.469933,-97.697174
37.669341,-122.390631
39.303463,-76.485278
35.90027,-78.96117
43.149392,-77.636784
36.564756,-96.70526
33.98122,-118.403393
35.630452,-79.765581
33.049737,-96.828149
35.136708,-106.633003
46.91603,-98.702518
35.272104,-116.682361
39.656334,-78.926924
40.073845,-75.308481
32.58353,-117.131493
37.929254,-122.058421
37.426227,-122.145977
26.629628,-80.07295
37.364982,-121.914099
36.866662,-119.78306
40.3663326,-74.5977189
37.73241,-122.489444
32.0743,-81.199094
33.951894,-118.340967
42.349218009098,-83.0565744079649
38.55582,-121.69479
41.051614,-73.535139
36.176117,-86.762044
32.307171,-110.915041
30.397577,-84.347788
33.828186,-118.290921
47.643585,-122.195909
35.232876,-80.935783
42.670143,-74.507792
40.781684,-73.43902
42.433512,-71.611538
40.80449,-81.373321
45.013158,-93.170886
38.819828,-91.14355
36.812969,-119.700695
40.779431,-111.982892
33.644764,-117.827815
36.091731,-86.826441
37.481126,-122.16061
40.7865204,-73.4521865
33.723292,-117.789209
37.480128,-122.169479
40.76178,-73.975057
38.939847,-94.381142
40.1873,-80.2294
34.049522,-84.17507
32.86427,-117.253916
36.845573,-75.983011
32.022136,-81.11114
42.046533,-88.03877
39.299806,-84.320139
37.383559,-121.973415
42.742187,-84.627385
47.664157,-90.71484
34.102057,-117.434749
33.918064,-118.064245
30.379551,-86.318439
33.47765,-112.25613
48.079887824216,-123.09749698672
30.406518,-86.62978
40.57687,-105.10511
36.3302428,-119.6621343
38.59829,-121.429679
45.028775,-84.684369
33.086206,-96.826915
26.7838,-80.048312
35.379926,-96.67226
33.8796744817217,-83.9376588955043
38.580956,-121.49247
38.312144,-104.640891
35.032486,-97.933172
33.520348,-86.663603
37.799695,-122.217392
38.88277,-94.672712
37.353537,-121.905828
41.126373,-73.390319
38.322584,-122.679308
38.255844,-85.753799
33.0839492,-96.8270853
33.861177,-117.794216
34.228589,-84.465117
42.140107,-72.024713
47.61677,-122.203004
40.059278682993,-83.0796780139041
30.821633,-83.309233
40.695421,-111.960542
34.049032,-117.546168
32.717542,-117.16689
39.133054,-76.638585
35.805445,-80.875061
28.602972,-80.808957
39.757646,-104.996513
37.669391,-122.390719
33.494743,-88.42999
37.799328,-122.275852
37.899286,-122.058931
33.904192,-118.386285
30.083886,-90.454538
25.813933,-80.194551
39.2165937,-76.8684038
40.824799,-91.168671
40.805174,-124.170394
47.605192,-122.33285
40.716305,-74.016194
37.366982,-121.873486
44.466105,-73.177487
42.094807,-72.60558
32.931292,-117.217379
44.774546,-93.279602
42.777785,-84.398166
33.780792,-84.609537
38.806686,-104.823067
43.034574,-124.406065
42.031453,-73.904186
42.246634,-71.678748
45.704583,-121.522868
39.586308,-106.4305
25.979631,-80.141357
42.627653,-82.94761
38.838631,-94.894953
36.090597,-95.999291
36.160652,-86.779015
42.049325,-88.103754
34.170533,-118.572577
39.268975,-103.708626
42.347603,-71.100536
34.8610609625062,-111.81268329647
37.359962,-122.13055
35.597527,-82.560582
27.099021,-82.40789
38.643611,-121.149467
38.114852,-121.394707
35.796936,-83.53263
38.983366,-77.091318
41.251059,-73.099223
24.571469,-81.75518
33.679633,-117.174165
40.807079,-72.954544
42.356064,-71.05554
33.76565,-118.195961
37.804704,-122.275771
42.781513,-73.705635
40.29816,-111.6929
39.875684,-104.984363
40.050915,-82.914218
33.921104,-118.330171
34.187378,-118.41277
28.335145,-81.484155
38.1364453,-77.5076236
42.73454,-73.72825
42.38023,-71.072707
39.251002,-76.734995
47.953845,-89.69266
42.244709,-83.738976
43.384434,-92.916484
33.650383,-117.765565
33.721484,-117.834053
34.065802,-118.429724
35.81987,-78.702876
38.962374,-76.882474
40.073628,-75.20272
37.048634,-112.526043
44.066467,-121.308158
39.918266,-105.14308
21.307009,-157.85197
21.393628,-157.742142
40.373644,-105.493813
33.958253,-84.225432
33.976059,-117.324543
37.500673,-121.970847
42.031316,-93.639388
43.623042,-83.908028
39.95816,-105.15182
33.677534,-117.849279
40.228608,-74.068718
40.104066,-83.167341
33.788434,-117.911323
41.228816,-95.858111
40.791832,-77.861233
35.028946,-79.044484
40.458254,-106.804749
39.040814,-94.369265
35.437046,-80.659445
37.425521,-122.159806
40.995411,-73.819055
39.889663,-75.090522
47.21543,-122.47068
45.098565,-93.385874
35.783205,-78.779366
37.267106,-121.789502
34.06431,-118.201281
42.362434,-71.018814
35.493431,-97.548513
32.874501,-117.236839
33.420543,-111.928089
40.581486,-111.85443
35.439387,-95.981403
40.01963,-105.24692
39.525064,-76.649015
36.039673,-115.175921
37.800244,-122.277644
41.851167,-87.620557
35.834809,-78.635398
40.026519,-75.633967
26.135874,-80.119949
40.779829,-73.960581
41.655258,-91.533787
41.914513,-71.90989
35.9256575,-86.8674099
37.437072,-121.922574
34.061251,-118.305529
33.697396,-117.827005
40.696487,-99.07977
28.403626,-81.469491
34.181126,-118.39528
40.148333,-122.220444
39.657547,-105.054179
33.918134,-118.353235
34.6112,-98.388725
40.025332,-105.282469
44.938938,-122.987899
33.251692,-116.962156
33.073429,-96.823647
40.682617,-73.36706
21.29691,-157.8417
40.677282,-111.956451
35.530128,-82.606464
37.791187,-122.398305
31.647649,-84.25835
41.719985,-88.042599
40.422759,-74.382497
34.1827460550233,-118.922261233852
37.658003,-122.053453
33.865962,-118.393903
36.018344,-115.268228
47.6233435,-122.334684
32.875647,-117.223122
42.122198,-72.747952
29.929752,-90.067023
30.674569,-88.128721
34.137067,-117.36951
42.70329,-73.85692
37.876236,-119.859107
33.973129,-118.246066
38.439815,-122.711703
42.779421,-78.781313
35.799853,-80.877017
39.101039,-94.576526
41.707652,-86.186717
39.101039,-94.576453
29.541241,-95.146791
37.381264,-121.969298
40.574272,-122.359085
33.698949,-117.990041
35.449166,-120.905677
39.923709,-75.04563
37.800803,-122.265017
35.381678,-96.931059
35.683023,-105.940942
45.531086,-122.8849317
32.675241,-97.032101
44.270151,-86.283237
42.365223,-71.59399
37.7054,-120.995483
33.757345,-84.399751
33.650403,-117.751163
35.90196,-78.887922
47.092582,-122.644253
47.831134,-122.269977
41.330578,-73.472216
33.64367,-112.2273
44.320704,-69.822225
40.764655,-73.9761
35.015369,-117.826291
30.266521,-97.75022
37.896905,-121.719408
39.093177,-94.554479
42.351704,-71.06311
44.297738,-69.107209
39.5019452,-76.3265292
40.408229970851,-79.875165213492
39.262147,-94.663275
27.509532,-82.714164
44.472342,-72.708088
47.616537,-122.342701
43.459961,-71.750544
37.781056,-122.392353
37.820307,-122.265254
37.641817,-122.068261
39.119504,-123.514306
37.466791,-121.929602
33.637813,-117.849103
44.851483,-123.182448
32.387984,-80.658236
37.79187,-122.404852
36.37823,-94.19175
47.6086439,-122.3236997
37.934737,-121.693421
36.8868,-119.79907
42.081234,-73.958496
43.018294,-85.638589
39.645781,-106.586701
35.8609641,-78.8707416
41.707814,-70.585163
42.416,-71.15973
36.338405,-119.690809
42.330933,-83.048489
39.712396,-105.125979
33.650713,-117.991102
40.868828,-77.738508
42.469481,-75.065723
41.35707,-88.83505
34.029531,-118.021448
42.348117,-71.074254
28.465579,-81.473205
42.00168,-93.6431
38.297148,-122.302474
33.449695,-112.067236
42.655716,-73.83983
33.62157,-117.907265
39.744844,-104.995854
46.373463,-92.789395
41.1464,-73.4924
34.075914,-118.376934
32.315186,-106.77957
41.406366,-75.663811
40.480794,-111.977025
40.670418,-111.95599
33.952037,-118.34101
33.93215,-117.408104
43.154074,-77.606985
34.44201,-119.258911
34.1444157,-118.4102327
47.577051,-122.125164
40.303398,-79.981848
33.648271,-117.765617
41.251582,-111.946163
34.714528,-92.404482
27.792288,-82.401256
33.801753,-117.908775
40.687927,-73.982998
33.92877,-117.43379
39.941802,-82.830842
41.717337,-86.18863
42.716631,-71.182033
33.668758,-117.905298
36.828827,-119.68558
34.74309,-92.263566
25.857351,-80.210401
32.982865,-97.159565
42.031334,-93.639453
34.129485,-117.970757
33.724513,-116.331292
41.759177,-87.943627
33.180435,-97.111382
39.078659,-76.945534
27.3353582,-82.5735633
42.403598,-71.28159
35.334675,-81.892822
37.404605,-121.972266
37.410581,-122.1469
39.088808,-94.520187
33.480799,-117.103672
38.165588,-121.151878
37.781829,-122.421438
42.497242,-71.580571
42.491223,-83.514365
43.603551,-110.736352
43.076363,-73.788431
35.63053,-79.76564
42.166498,-83.780162
38.581146,-121.492905
40.016206,-105.282204
29.52108,-95.1593
33.677467,-117.84927
38.16214,-85.779745
37.486958,-122.181776
38.727588,-120.827025
31.686,-110.619592
47.15545,-122.28066
47.0920691,-122.6422247
41.804877,-72.243355
34.04228,-118.233604
35.10683,-80.883225
35.783534,-78.647169
40.971234,-74.081007
36.173295,-115.194311
39.078346,-94.579338
47.357305,-101.841161
26.232555,-80.169224
33.884247,-118.025442
33.918408,-118.39003
44.970514,-93.447014
41.078035,-85.14153
47.6165569,-122.1537017
38.9164397,-77.2267097
33.7867693,-118.296708
20.938028,-156.6904
39.038336,-94.592784
34.09780349,-118.3201685
37.425431,-122.159822
37.617183,-122.385675
30.321943,-81.542699
33.619873,-111.89439
33.778987,-84.389935
39.288056,-76.606481
46.888467,-98.701226
40.052083,-83.067201
40.018548,-105.281391
38.364872,-122.710355
29.253272,-94.851473
27.378516,-80.326356
28.616691,-81.388158
47.731273,-122.293062
25.74754,-80.263505
43.652428,-70.256463
39.766677,-94.855068
33.654416,-117.867445
33.750798,-118.209715
40.013634,-105.202156
42.6545,-71.324844
34.06235,-118.362158
36.023934,-87.340223
33.747794,-118.011165
39.163002,-77.27701
47.3951507,-122.2953153
30.411542,-88.889461
37.662799,-122.395456
43.622945,-70.343789
38.998554,-77.110069
42.980324,-78.78912
34.011531,-118.489704
33.634935,-117.175217
36.108241,-119.322261
33.635648,-112.066666
47.4778301,-122.2162815
35.670078,-105.955902
43.137476,-77.465214
45.4153179,-122.7188955
34.004437,-118.256566
39.532755,-119.722311
34.553264,-112.411991
41.753994,-87.733795
32.823969,-97.066776
48.530774,-122.914874
30.44767,-91.189389
39.994645,-82.941254
44.462036,-73.219779
28.551259,-80.841411
32.720288,-117.172151
41.883025,-87.642101
47.8444496548828,-122.542493768766
30.612257,-96.3429849
41.450493,-71.78584
34.113584,-117.529427
33.755564,-84.398581
35.970888,-114.910711
40.119529,-74.953824
44.978259,-93.277873
37.321681,-122.030452
37.768088,-122.388606
42.345013,-71.211006
39.051201,-94.494053
36.037931,-115.182288
36.812984,-119.80646
36.17576,-86.784768
40.784865,-73.948526
34.025833,-118.284807
34.925226,-82.365576
32.748761,-96.826846
34.102484,-118.338493
34.184333,-118.312391
40.732185,-74.062432
47.716066,-122.179613
42.032833,-87.67711
34.029375,-118.471066
36.552517,-121.921224
33.642832,-117.83756
37.48093,-122.171037
38.955435,-77.425964
41.145173,-73.427402
40.688799,-73.988642
38.911297,-94.662438
39.0408693,-77.1104619
39.7103,-104.996227
33.176827,-117.352327
33.593358,-112.39102
37.977681,-87.497622
27.484323,-80.436337
39.344103,-84.220783
40.242428,-77.041565
37.482146,-122.16821
47.8045651,-122.1205486
38.66234,-121.763541
38.925629,-94.655478
39.280892,-76.598337
30.266182,-97.748168
34.070867,-118.167567
44.47573,-73.194945
27.42661,-80.38674
37.806087,-122.267307
32.876219,-117.222489
33.112198,-83.25825
37.697874,-121.922501
39.1117371039472,-84.5237247082164
34.666115,-83.042946
36.8606425758415,-76.3013269780446
43.50487,-75.70037
41.807533,-88.209121
40.708465,-74.016762
41.8670870747266,-87.6262297323909
40.525585,-111.87667
42.30236,-71.06047
31.905121,-106.563346
40.233112,-77.092804
40.759011,-111.889985
25.8144,-80.1287
43.191449,-77.58914
33.670062,-117.85714
32.353625,-84.972892
33.877674,-84.459523
33.680352,-118.004557
38.912642,-77.216573
33.9306894,-118.3764977
40.610995,-75.378613
33.481865,-112.081195
29.78068,-82.029588
35.754172,-96.664708
41.247342,-73.099275
32.238837,-110.956356
42.972979,-89.506468
34.206326,-118.929966
33.46662,-84.65406
37.443343,-122.163232
42.479107,-70.91982
37.366927,-121.873583
37.556445,-122.286834
